id,input_len,gt_O,det_O,gt_C,det_C,gt_E,det_E,gt_A,det_A,gt_N,det_N
open_low-recommend-Vinnie_s_Pizza-7,79,-0.5833333333333334,-0.5,-0.5833333333333334,-0.7,-0.8333333333333334,-0.4,0.08333333333333333,0.1,0.6666666666666666,0.3
random-compare2-Acacia-Marinella-10,201,0.08333333333333333,0.2,0.5833333333333334,0.5,0.25,0.3,0.6666666666666666,0.7,-0.8333333333333334,-0.1
random-compare2-Acacia-Marinella-11,241,0.4166666666666667,-0.1,0.6666666666666666,0.2,0.16666666666666666,0.2,0.3333333333333333,0.5,-0.5833333333333334,0.3
random-compare2-Acacia-Marinella-12,181,0.25,0.1,0.0,0.3,0.75,0.2,0.16666666666666666,-0.2,-0.16666666666666666,-0.4
random-compare2-Acacia-Marinella-13,237,0.3333333333333333,0.1,0.16666666666666666,0.2,0.5833333333333334,0.3,0.16666666666666666,0.5,0.25,0.6
random-compare2-Acacia-Marinella-14,149,-0.08333333333333333,-0.4,0.08333333333333333,0.5,-0.6666666666666666,0.2,0.08333333333333333,0.5,-0.3333333333333333,-0.4
random-compare2-Acacia-Marinella-15,253,-0.3333333333333333,-0.4,-0.08333333333333333,-0.5,-0.75,-0.2,0.08333333333333333,0.3,-0.08333333333333333,0.3
random-compare2-Acacia-Marinella-16,222,0.16666666666666666,0.0,0.5833333333333334,0.5,0.16666666666666666,0.2,0.25,-0.6,0.08333333333333333,-0.3
random-compare2-Acacia-Marinella-9,302,-0.08333333333333333,-0.5,0.3333333333333333,0.2,0.08333333333333333,0.2,0.5833333333333334,-0.4,0.25,-0.3
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-10,191,0.0,0.1,0.4166666666666667,0.5,0.0,-0.2,0.0,0.3,-0.6666666666666666,-0.4
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-11,187,0.16666666666666666,0.1,0.16666666666666666,0.5,0.08333333333333333,0.4,0.08333333333333333,-0.5,-0.5,-0.1
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-12,305,-0.5833333333333334,0.1,-0.08333333333333333,0.5,-0.16666666666666666,0.2,0.16666666666666666,0.1,-0.16666666666666666,-0.4
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-13,287,-0.5,-0.5,0.16666666666666666,0.2,0.5833333333333334,-0.5,-0.16666666666666666,0.1,-0.0,-0.4
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-14,200,-0.5833333333333334,-0.1,-0.08333333333333333,-0.5,0.25,0.1,-0.08333333333333333,0.3,-0.4166666666666667,-0.4
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-15,301,-0.4166666666666667,-0.5,0.08333333333333333,0.2,0.4166666666666667,-0.2,0.25,-0.6,-0.08333333333333333,-0.3
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-16,324,0.4166666666666667,0.1,0.6666666666666666,0.6,0.9166666666666666,-0.2,0.5833333333333334,0.3,-0.6666666666666666,0.1
random-compare2-Caffe_Cielo-Trattoria_Spaghetto-9,224,-0.5,-0.1,0.25,0.2,-0.5,-0.4,0.0,0.1,0.16666666666666666,-0.4
random-compare2-Ikeno_Hana-Menchanko-Tei-10,205,0.3333333333333333,0.1,0.5,0.6,0.16666666666666666,0.2,0.4166666666666667,0.2,-0.5,-0.4
random-compare2-Ikeno_Hana-Menchanko-Tei-11,190,-0.5,0.1,0.0,0.5,0.3333333333333333,0.2,-0.4166666666666667,-0.2,0.4166666666666667,-0.4
random-compare2-Ikeno_Hana-Menchanko-Tei-12,296,0.5833333333333334,0.1,0.75,0.6,0.8333333333333334,0.4,0.6666666666666666,0.7,-0.5833333333333334,-0.4
random-compare2-Ikeno_Hana-Menchanko-Tei-13,119,-0.6666666666666666,-0.4,-0.16666666666666666,0.0,0.9166666666666666,0.2,0.0,0.2,0.25,-0.1
random-compare2-Ikeno_Hana-Menchanko-Tei-14,187,0.4166666666666667,-0.1,0.16666666666666666,0.5,0.16666666666666666,0.3,0.5833333333333334,0.7,-0.75,-0.4
random-compare2-Ikeno_Hana-Menchanko-Tei-15,272,-0.3333333333333333,-0.1,-0.08333333333333333,-0.5,0.5833333333333334,0.2,0.4166666666666667,-0.4,0.08333333333333333,-0.1
random-compare2-Ikeno_Hana-Menchanko-Tei-16,255,0.08333333333333333,0.1,0.5,0.5,0.5833333333333334,0.1,0.5833333333333334,0.2,-0.25,-0.4
random-compare2-Ikeno_Hana-Menchanko-Tei-9,154,0.25,0.1,0.75,0.5,0.16666666666666666,0.3,0.5,0.5,-0.5,-0.4
random-compare2-Kin_Khao-Tossed-10,254,0.08333333333333333,0.1,0.16666666666666666,-0.5,-0.5833333333333334,-0.2,0.16666666666666666,0.2,-0.5,0.6
random-compare2-Kin_Khao-Tossed-11,160,0.16666666666666666,-0.4,0.5833333333333334,0.2,0.6666666666666666,0.4,0.3333333333333333,-0.5,-0.75,-0.3
random-compare2-Kin_Khao-Tossed-12,159,0.08333333333333333,-0.5,0.75,-0.6,0.0,-0.2,0.16666666666666666,0.1,-0.16666666666666666,-0.4
random-compare2-Kin_Khao-Tossed-13,162,-0.25,0.1,0.0,0.2,0.25,0.6,-0.08333333333333333,-0.8,-0.6666666666666666,-0.2
random-compare2-Kin_Khao-Tossed-14,188,0.3333333333333333,-0.4,0.25,-0.6,0.0,0.2,0.5,0.5,-0.0,0.3
random-compare2-Kin_Khao-Tossed-15,185,-0.16666666666666666,-0.4,0.08333333333333333,-0.6,0.0,0.1,0.08333333333333333,0.3,-0.5,-0.1
random-compare2-Kin_Khao-Tossed-16,231,-0.16666666666666666,-0.4,0.4166666666666667,-0.6,0.4166666666666667,0.1,0.08333333333333333,0.2,-0.5,0.3
random-compare2-Kin_Khao-Tossed-9,242,0.5833333333333334,-0.1,0.5833333333333334,-0.5,0.3333333333333333,0.2,0.3333333333333333,0.3,-0.6666666666666666,-0.4
random-compare2-Le_Rivage-Pintaile_s_Pizza-10,265,-0.3333333333333333,0.1,0.5833333333333334,0.6,0.3333333333333333,0.2,0.08333333333333333,0.5,-0.08333333333333333,-0.4
random-compare2-Le_Rivage-Pintaile_s_Pizza-11,221,-0.16666666666666666,-0.5,-0.4166666666666667,-0.6,-0.5833333333333334,-0.4,0.16666666666666666,0.1,0.08333333333333333,-0.3
random-compare2-Le_Rivage-Pintaile_s_Pizza-12,290,0.5,-0.5,0.6666666666666666,0.2,0.0,0.1,0.5833333333333334,0.3,-0.6666666666666666,-0.4
random-compare2-Le_Rivage-Pintaile_s_Pizza-13,256,0.3333333333333333,0.1,0.6666666666666666,0.6,0.08333333333333333,0.5,0.5833333333333334,0.7,-0.75,-0.4
random-compare2-Le_Rivage-Pintaile_s_Pizza-14,238,0.25,-0.5,0.4166666666666667,0.2,0.16666666666666666,-0.6,0.4166666666666667,0.1,-0.6666666666666666,-0.4
random-compare2-Le_Rivage-Pintaile_s_Pizza-15,183,-0.75,-0.5,-0.16666666666666666,-0.6,0.0,-0.4,0.08333333333333333,0.2,0.5833333333333334,0.1
random-compare2-Le_Rivage-Pintaile_s_Pizza-16,205,-0.16666666666666666,0.1,0.3333333333333333,0.2,0.08333333333333333,0.0,0.25,0.2,-0.16666666666666666,0.3
random-compare2-Le_Rivage-Pintaile_s_Pizza-9,159,-0.4166666666666667,-0.1,0.0,0.5,-0.75,-0.2,0.4166666666666667,0.2,0.16666666666666666,-0.4
random-compare2-Les_Routiers-Radio_Perfecto-10,259,0.5,0.1,0.5,0.5,0.6666666666666666,0.6,0.5,0.4,-0.75,-0.4
random-compare2-Les_Routiers-Radio_Perfecto-11,228,-0.5,0.1,-0.25,0.6,-0.6666666666666666,0.2,0.3333333333333333,0.5,-0.08333333333333333,-0.4
random-compare2-Les_Routiers-Radio_Perfecto-12,231,0.25,0.1,0.16666666666666666,0.5,0.6666666666666666,0.6,0.4166666666666667,0.2,-0.75,-0.4
random-compare2-Les_Routiers-Radio_Perfecto-13,290,0.4166666666666667,0.1,0.8333333333333334,0.5,-0.16666666666666666,0.3,0.5,0.5,-0.4166666666666667,-0.4
random-compare2-Les_Routiers-Radio_Perfecto-14,214,-0.3333333333333333,0.1,-0.16666666666666666,0.5,0.3333333333333333,0.3,0.08333333333333333,0.5,0.08333333333333333,0.2
random-compare2-Les_Routiers-Radio_Perfecto-15,212,-0.08333333333333333,-0.5,0.3333333333333333,0.0,-0.4166666666666667,0.1,0.5833333333333334,0.3,-0.5833333333333334,-0.4
random-compare2-Les_Routiers-Radio_Perfecto-16,186,-0.08333333333333333,-0.5,-0.5,-0.6,0.6666666666666666,0.1,-0.4166666666666667,-0.4,0.5,-0.3
random-compare2-Les_Routiers-Radio_Perfecto-9,155,-0.08333333333333333,0.1,0.4166666666666667,0.5,0.25,0.3,0.6666666666666666,0.2,-0.5,-0.4
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-10,209,-0.25,0.2,0.08333333333333333,0.5,-0.3333333333333333,0.1,0.16666666666666666,0.5,-0.16666666666666666,0.3
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-11,268,0.3333333333333333,0.1,0.6666666666666666,0.5,0.08333333333333333,0.3,0.5833333333333334,0.7,-0.5,-0.1
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-12,251,0.25,0.1,0.25,-0.5,0.08333333333333333,0.3,0.16666666666666666,0.2,-0.5833333333333334,0.1
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-13,283,0.16666666666666666,0.1,0.5833333333333334,-0.5,0.25,0.2,0.3333333333333333,-0.2,-0.16666666666666666,-0.1
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-14,188,-0.6666666666666666,0.1,-0.3333333333333333,0.2,-0.6666666666666666,0.2,0.16666666666666666,0.5,0.4166666666666667,-0.4
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-15,271,0.0,-0.1,0.4166666666666667,0.5,-0.4166666666666667,0.2,0.5,0.5,-0.08333333333333333,0.6
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-16,299,0.5,0.2,0.0,0.4,0.75,0.6,0.16666666666666666,0.5,-0.16666666666666666,-0.4
random-compare2-Mavalli_Palace-Once_Upon_A_Tart-9,285,0.5,0.1,0.75,0.6,0.08333333333333333,0.1,0.4166666666666667,-0.2,-0.6666666666666666,-0.4
random-compare2-Old_San_Juan-Veselka-10,246,-0.16666666666666666,0.1,-0.4166666666666667,0.5,-0.16666666666666666,0.2,-0.16666666666666666,-0.6,-0.08333333333333333,0.1
random-compare2-Old_San_Juan-Veselka-11,228,0.4166666666666667,0.0,0.25,0.0,-0.5,0.1,-0.25,0.16,-0.5,-0.3
random-compare2-Old_San_Juan-Veselka-12,289,0.08333333333333333,0.1,0.5,-0.6,0.16666666666666666,-0.4,0.16666666666666666,-0.7,-0.5833333333333334,0.1
random-compare2-Old_San_Juan-Veselka-13,215,0.08333333333333333,-0.1,0.4166666666666667,0.5,0.0,0.1,-0.5,-0.7,-0.4166666666666667,-0.2
random-compare2-Old_San_Juan-Veselka-14,212,-0.25,0.0,0.16666666666666666,0.0,0.5,0.1,-0.08333333333333333,-0.04000000000000001,-0.25,-0.3
random-compare2-Old_San_Juan-Veselka-15,169,-0.3333333333333333,0.1,0.08333333333333333,0.6,0.08333333333333333,-0.2,-0.08333333333333333,-0.4,-0.25,-0.4
random-compare2-Old_San_Juan-Veselka-16,274,-0.3333333333333333,0.1,0.08333333333333333,0.6,0.6666666666666666,0.2,-0.16666666666666666,0.2,-0.08333333333333333,-0.4
random-compare2-Old_San_Juan-Veselka-9,92,-0.4166666666666667,0.0,0.25,0.0,-0.5,0.1,0.4166666666666667,0.05,-0.8333333333333334,0.0
random-compare2-Scopa-Shabu-Tatsu-10,262,0.16666666666666666,-0.1,0.25,0.5,0.08333333333333333,0.5,0.5833333333333334,0.7,-0.6666666666666666,-0.4
random-compare2-Scopa-Shabu-Tatsu-11,277,-0.4166666666666667,0.1,-0.25,0.6,0.16666666666666666,0.2,-0.16666666666666666,0.5,0.3333333333333333,0.1
random-compare2-Scopa-Shabu-Tatsu-12,200,0.4166666666666667,0.1,0.5833333333333334,0.6,0.08333333333333333,0.4,0.5,0.7,-0.4166666666666667,-0.4
random-compare2-Scopa-Shabu-Tatsu-13,248,-0.5,-0.1,0.16666666666666666,-0.5,-0.16666666666666666,0.2,0.3333333333333333,0.5,-0.3333333333333333,0.1
random-compare2-Scopa-Shabu-Tatsu-14,309,-0.25,-0.1,-0.3333333333333333,-0.5,0.25,0.3,-0.3333333333333333,0.7,0.4166666666666667,-0.1
random-compare2-Scopa-Shabu-Tatsu-15,185,0.3333333333333333,-0.3,0.5833333333333334,0.2,0.6666666666666666,0.2,0.5,0.5,-0.6666666666666666,-0.4
random-compare2-Scopa-Shabu-Tatsu-16,162,-0.08333333333333333,0.1,0.25,0.7,-0.5833333333333334,0.0,0.5833333333333334,0.3,-0.08333333333333333,-0.6
random-compare2-Scopa-Shabu-Tatsu-9,253,-0.3333333333333333,-0.4,-0.08333333333333333,0.2,-0.5833333333333334,-0.2,-0.25,0.4,-0.0,-0.4
random-compare2-Soul_Fixins_-Walker_s-10,197,0.5,-0.5,0.5833333333333334,0.0,0.8333333333333334,0.1,0.75,0.3,-0.3333333333333333,0.2
random-compare2-Soul_Fixins_-Walker_s-11,295,0.4166666666666667,0.1,0.5,0.5,0.3333333333333333,0.2,0.5,0.2,-0.5833333333333334,0.6
random-compare2-Soul_Fixins_-Walker_s-12,198,-0.08333333333333333,-0.5,0.3333333333333333,-0.6,0.16666666666666666,-0.4,0.5,0.2,-0.16666666666666666,0.3
random-compare2-Soul_Fixins_-Walker_s-13,149,-0.5833333333333334,-0.5,-0.08333333333333333,-0.7,0.0,-0.6,-0.3333333333333333,-0.4,0.4166666666666667,0.3
random-compare2-Soul_Fixins_-Walker_s-14,225,-0.5833333333333334,-0.1,0.0,-0.5,-0.4166666666666667,-0.6,-0.4166666666666667,-0.4,-0.0,0.3
random-compare2-Soul_Fixins_-Walker_s-15,183,0.4166666666666667,0.1,0.5833333333333334,0.6,0.5833333333333334,0.3,0.75,0.5,-0.75,-0.4
random-compare2-Soul_Fixins_-Walker_s-16,258,-0.16666666666666666,-0.1,0.0,0.5,0.08333333333333333,0.4,0.4166666666666667,0.5,-0.08333333333333333,0.1
random-compare2-Soul_Fixins_-Walker_s-9,231,-0.4166666666666667,0.1,-0.16666666666666666,0.5,0.6666666666666666,-0.2,-0.3333333333333333,-0.8,0.08333333333333333,-0.4
random-recommend-Cent_anni-10,281,0.5833333333333334,0.1,0.08333333333333333,0.5,0.08333333333333333,0.0,0.08333333333333333,-0.4,-0.16666666666666666,0.1
random-recommend-Cent_anni-11,88,-0.3333333333333333,-0.1,0.4166666666666667,0.2,0.25,0.3,0.0,0.2,0.08333333333333333,0.1
random-recommend-Cent_anni-12,125,-0.16666666666666666,0.1,0.5833333333333334,0.5,-0.16666666666666666,0.2,0.5,0.3,-0.5833333333333334,-0.4
random-recommend-Cent_anni-13,80,0.3333333333333333,0.1,0.6666666666666666,0.2,0.9166666666666666,0.5,0.5833333333333334,0.8,-0.6666666666666666,-0.6
random-recommend-Cent_anni-14,234,0.3333333333333333,0.2,0.6666666666666666,0.7,0.08333333333333333,0.4,0.3333333333333333,0.5,-0.75,-0.4
random-recommend-Cent_anni-15,86,-0.08333333333333333,0.1,0.08333333333333333,-0.5,-0.08333333333333333,0.3,0.4166666666666667,0.7,-0.08333333333333333,0.1
random-recommend-Cent_anni-16,149,0.08333333333333333,0.1,0.0,0.5,-0.6666666666666666,0.5,0.5,0.7,-0.16666666666666666,0.2
random-recommend-Cent_anni-9,122,0.4166666666666667,0.1,0.75,0.5,0.25,0.6,0.75,0.8,-0.3333333333333333,-0.4
random-recommend-Chimichurri_Grill-10,238,0.3333333333333333,0.1,0.5,0.6,0.25,0.4,0.4166666666666667,0.4,-0.75,-0.4
random-recommend-Chimichurri_Grill-11,149,0.4166666666666667,-0.4,0.5833333333333334,0.2,0.16666666666666666,0.4,0.5833333333333334,0.8,-0.5,-0.4
random-recommend-Chimichurri_Grill-12,184,0.08333333333333333,0.1,0.25,0.6,-0.5,-0.2,-0.16666666666666666,0.2,-0.16666666666666666,-0.4
random-recommend-Chimichurri_Grill-13,92,-0.5,0.1,0.16666666666666666,0.6,-0.5,0.2,0.4166666666666667,0.7,-0.5833333333333334,-0.4
random-recommend-Chimichurri_Grill-14,97,-0.08333333333333333,-0.5,0.4166666666666667,-0.6,0.16666666666666666,0.2,0.8333333333333334,0.7,-0.5833333333333334,-0.4
random-recommend-Chimichurri_Grill-15,280,-0.3333333333333333,-0.1,-0.16666666666666666,0.2,0.16666666666666666,-0.2,-0.3333333333333333,0.1,-0.08333333333333333,0.3
random-recommend-Chimichurri_Grill-16,192,-0.5833333333333334,-0.5,-0.16666666666666666,-0.6,-0.25,-0.4,-0.3333333333333333,0.2,0.08333333333333333,-0.3
random-recommend-Chimichurri_Grill-9,209,0.16666666666666666,0.1,0.0,0.5,0.16666666666666666,0.4,0.4166666666666667,0.7,0.08333333333333333,0.6
random-recommend-Edgar_s_Cafe-10,213,0.08333333333333333,-0.1,0.08333333333333333,-0.6,-0.08333333333333333,0.2,0.25,0.5,-0.16666666666666666,0.1
random-recommend-Edgar_s_Cafe-11,173,-0.25,-0.5,0.16666666666666666,0.2,-0.16666666666666666,-0.4,0.3333333333333333,0.2,-0.5833333333333334,0.1
random-recommend-Edgar_s_Cafe-12,137,0.3333333333333333,-0.5,0.25,-0.6,-0.4166666666666667,0.2,0.6666666666666666,0.5,-0.8333333333333334,0.1
random-recommend-Edgar_s_Cafe-13,185,-0.3333333333333333,-0.5,0.5833333333333334,0.2,-0.6666666666666666,0.4,0.5,0.7,0.5,0.6
random-recommend-Edgar_s_Cafe-14,158,0.16666666666666666,0.1,0.4166666666666667,0.5,0.16666666666666666,0.0,0.3333333333333333,-0.2,-0.5833333333333334,0.1
random-recommend-Edgar_s_Cafe-15,161,-0.6666666666666666,-0.1,-0.5833333333333334,-0.6,0.08333333333333333,0.1,-0.08333333333333333,-0.7,0.6666666666666666,0.3
random-recommend-Edgar_s_Cafe-16,176,0.16666666666666666,0.1,0.3333333333333333,0.5,0.9166666666666666,0.3,0.16666666666666666,-0.2,-0.25,0.1
random-recommend-Edgar_s_Cafe-9,200,-0.08333333333333333,-0.5,0.16666666666666666,-0.4,0.8333333333333334,0.2,0.3333333333333333,0.4,-0.0,0.1
random-recommend-Flor_De_Mayo-10,223,-0.5833333333333334,0.1,-0.5833333333333334,0.5,0.5833333333333334,-0.2,0.0,-0.2,0.08333333333333333,-0.3
random-recommend-Flor_De_Mayo-11,237,-0.16666666666666666,0.1,0.5,0.2,1.0,0.3,0.6666666666666666,0.2,0.08333333333333333,0.3
random-recommend-Flor_De_Mayo-12,290,-0.5833333333333334,0.2,-0.08333333333333333,0.5,0.5833333333333334,0.3,-0.08333333333333333,-0.7,-0.5,-0.4
random-recommend-Flor_De_Mayo-13,181,0.25,0.1,0.5833333333333334,0.5,0.0,0.4,0.5,0.7,-0.6666666666666666,-0.4
random-recommend-Flor_De_Mayo-14,198,-0.3333333333333333,-0.1,-0.08333333333333333,0.2,0.16666666666666666,0.1,0.08333333333333333,0.5,-0.25,-0.4
random-recommend-Flor_De_Mayo-15,238,-0.08333333333333333,0.1,0.0,0.2,0.8333333333333334,0.2,0.08333333333333333,0.3,0.08333333333333333,-0.4
random-recommend-Flor_De_Mayo-16,141,0.08333333333333333,0.1,0.6666666666666666,0.2,0.5833333333333334,0.1,0.3333333333333333,0.2,-0.75,-0.4
random-recommend-Flor_De_Mayo-9,231,-0.16666666666666666,0.1,-0.5,0.5,0.16666666666666666,0.2,0.08333333333333333,0.7,0.16666666666666666,-0.1
random-recommend-Jin_Dal_Lae-10,222,-0.08333333333333333,0.1,0.0,0.5,0.5,0.0,0.4166666666666667,-0.2,-0.5,-0.4
random-recommend-Jin_Dal_Lae-11,166,-0.3333333333333333,0.1,-0.6666666666666666,0.5,0.3333333333333333,0.3,-0.16666666666666666,0.5,0.3333333333333333,-0.4
random-recommend-Jin_Dal_Lae-12,241,0.5,0.1,-0.5,0.2,0.9166666666666666,0.5,0.3333333333333333,0.5,0.25,-0.4
random-recommend-Jin_Dal_Lae-13,270,-0.25,0.1,-0.25,0.5,-0.5,0.2,-0.25,0.3,-0.08333333333333333,-0.4
random-recommend-Jin_Dal_Lae-14,177,0.4166666666666667,0.1,0.3333333333333333,0.6,0.3333333333333333,0.3,0.5833333333333334,0.7,-0.5833333333333334,-0.4
random-recommend-Jin_Dal_Lae-15,95,0.5,-0.3,0.3333333333333333,0.2,0.5833333333333334,0.2,0.75,0.7,-0.6666666666666666,-0.4
random-recommend-Jin_Dal_Lae-16,215,-0.4166666666666667,0.1,-0.5833333333333334,0.5,-0.4166666666666667,-0.2,-0.4166666666666667,-0.1,0.25,-0.4
random-recommend-Jin_Dal_Lae-9,135,-0.5833333333333334,-0.5,-0.6666666666666666,-0.6,-0.75,0.2,0.5833333333333334,0.2,0.3333333333333333,-0.3
random-recommend-John_s_Pizzeria-10,160,0.0,0.1,-0.08333333333333333,0.5,-0.08333333333333333,0.4,0.25,0.7,-0.08333333333333333,-0.4
random-recommend-John_s_Pizzeria-11,144,0.16666666666666666,-0.4,0.3333333333333333,0.0,0.16666666666666666,0.2,0.16666666666666666,0.2,-0.75,-0.3
random-recommend-John_s_Pizzeria-12,161,-0.6666666666666666,-0.4,-0.4166666666666667,0.1,-0.75,0.4,-0.5,0.7,0.5,0.6
random-recommend-John_s_Pizzeria-13,106,-0.6666666666666666,-0.4,-0.08333333333333333,-0.6,0.25,0.2,-0.9166666666666666,-0.5,0.6666666666666666,-0.3
random-recommend-John_s_Pizzeria-14,143,0.6666666666666666,-0.5,0.75,0.2,0.9166666666666666,0.6,0.75,0.8,-0.75,-0.6
random-recommend-John_s_Pizzeria-15,205,-0.4166666666666667,-0.5,-0.3333333333333333,0.0,-0.25,0.4,-0.16666666666666666,0.5,0.75,-0.3
random-recommend-John_s_Pizzeria-16,184,0.25,-0.5,0.16666666666666666,0.2,0.75,0.1,0.16666666666666666,0.3,-0.5,-0.4
random-recommend-John_s_Pizzeria-9,188,0.08333333333333333,-0.1,0.08333333333333333,0.2,0.25,0.5,0.25,-0.6,-0.4166666666666667,-0.4
random-recommend-Pepolino-10,217,-0.5833333333333334,0.1,-0.4166666666666667,0.5,0.4166666666666667,0.6,0.3333333333333333,0.7,-0.0,-0.4
random-recommend-Pepolino-11,223,-0.25,0.5,0.3333333333333333,0.2,-0.6666666666666666,0.2,0.4166666666666667,0.5,-0.0,-0.1
random-recommend-Pepolino-12,205,-0.3333333333333333,0.0,-0.5,-0.15,0.3333333333333333,0.4,0.0,0.2,0.3333333333333333,0.2
random-recommend-Pepolino-13,66,-0.75,-0.3,0.16666666666666666,0.2,-0.6666666666666666,-0.2,0.5833333333333334,0.2,0.08333333333333333,-0.4
random-recommend-Pepolino-14,120,-0.16666666666666666,0.1,0.4166666666666667,0.6,0.5833333333333334,-0.2,0.6666666666666666,0.3,-0.5833333333333334,-0.4
random-recommend-Pepolino-15,50,0.5833333333333334,-0.1,0.25,0.1,0.9166666666666666,0.5,0.8333333333333334,0.7,-0.3333333333333333,-0.4
random-recommend-Pepolino-16,256,-0.3333333333333333,-0.5,-0.08333333333333333,-0.6,0.25,0.2,-0.4166666666666667,0.1,0.25,0.1
random-recommend-Pepolino-9,185,0.5833333333333334,0.1,0.5833333333333334,0.5,0.9166666666666666,0.3,0.08333333333333333,-0.2,-0.75,-0.4
random-recommend-Pietro_s-10,109,0.16666666666666666,0.1,0.4166666666666667,0.6,-0.4166666666666667,0.3,0.5833333333333334,0.7,-0.5,-0.4
random-recommend-Pietro_s-11,165,-0.16666666666666666,-0.5,0.4166666666666667,-0.6,-0.08333333333333333,0.3,0.3333333333333333,0.7,-0.16666666666666666,0.2
random-recommend-Pietro_s-12,194,-0.4166666666666667,0.1,-0.08333333333333333,0.5,-0.16666666666666666,0.3,0.16666666666666666,0.2,-0.08333333333333333,-0.4
random-recommend-Pietro_s-13,167,0.3333333333333333,0.1,0.5,0.5,0.3333333333333333,0.6,0.5833333333333334,0.3,-0.25,0.2
random-recommend-Pietro_s-14,141,-0.5833333333333334,-0.5,0.25,0.1,0.4166666666666667,0.2,-0.16666666666666666,-0.6,-0.25,-0.4
random-recommend-Pietro_s-15,155,0.5,0.1,0.5833333333333334,0.5,0.5833333333333334,0.2,0.4166666666666667,0.2,-0.5,-0.4
random-recommend-Pietro_s-16,96,0.4166666666666667,-0.5,0.5833333333333334,-0.4,0.6666666666666666,0.2,0.6666666666666666,0.3,-0.75,0.1
random-recommend-Pietro_s-9,133,-0.5,0.1,0.08333333333333333,0.2,-0.16666666666666666,0.4,-0.08333333333333333,0.1,-0.16666666666666666,0.1
random-recommend-Trattoria_Rustica-10,140,-0.5,-0.5,0.5833333333333334,0.1,-0.5,-0.2,0.5833333333333334,0.1,-0.8333333333333334,-0.4
random-recommend-Trattoria_Rustica-11,63,-0.75,0.1,0.0,0.5,-0.6666666666666666,0.4,0.4166666666666667,0.7,-0.6666666666666666,-0.4
random-recommend-Trattoria_Rustica-12,176,0.4166666666666667,-0.1,0.5833333333333334,0.0,0.3333333333333333,0.2,0.0,0.4,-0.3333333333333333,-0.4
random-recommend-Trattoria_Rustica-13,191,-0.08333333333333333,0.1,0.5833333333333334,0.5,0.6666666666666666,0.3,0.5,0.5,-0.4166666666666667,-0.4
random-recommend-Trattoria_Rustica-14,172,0.3333333333333333,0.0,0.08333333333333333,0.0,0.8333333333333334,0.5,0.08333333333333333,0.25,-0.5833333333333334,0.0
random-recommend-Trattoria_Rustica-15,112,-0.5833333333333334,-0.5,0.16666666666666666,-0.7,0.08333333333333333,-0.4,0.6666666666666666,0.1,0.08333333333333333,0.1
random-recommend-Trattoria_Rustica-16,221,0.08333333333333333,0.1,-0.16666666666666666,0.5,0.9166666666666666,0.6,0.5,0.2,0.3333333333333333,-0.4
random-recommend-Trattoria_Rustica-9,261,0.16666666666666666,-0.1,0.25,-0.5,0.25,0.3,0.3333333333333333,0.5,-0.16666666666666666,-0.4
random-recommend-Vinnie_s_Pizza-10,102,0.08333333333333333,-0.1,0.6666666666666666,0.2,0.5,0.5,0.6666666666666666,0.8,-0.75,-0.4
random-recommend-Vinnie_s_Pizza-11,104,-0.5833333333333334,0.1,0.08333333333333333,0.2,-0.5,0.3,0.5,0.2,0.16666666666666666,-0.4
random-recommend-Vinnie_s_Pizza-12,182,-0.75,-0.4,0.08333333333333333,-0.6,0.0,-0.2,-0.5,0.2,-0.16666666666666666,0.6
random-recommend-Vinnie_s_Pizza-13,232,-0.16666666666666666,0.1,-0.25,0.5,0.08333333333333333,-0.2,-0.08333333333333333,0.2,0.5833333333333334,-0.4
random-recommend-Vinnie_s_Pizza-14,171,0.5,0.1,0.6666666666666666,0.5,0.6666666666666666,0.6,0.5833333333333334,0.3,-0.6666666666666666,-0.4
random-recommend-Vinnie_s_Pizza-15,81,0.0,-0.1,0.5833333333333334,0.2,0.6666666666666666,0.6,0.8333333333333334,0.7,-0.3333333333333333,0.6
random-recommend-Vinnie_s_Pizza-16,127,0.75,-0.1,-0.08333333333333333,0.2,1.0,0.5,0.5,0.2,-0.3333333333333333,-0.4
random-recommend-Vinnie_s_Pizza-9,122,-0.08333333333333333,-0.5,0.5833333333333334,0.2,0.9166666666666666,0.6,0.8333333333333334,0.7,-0.0,-0.4
